"","HSI #","Site Name","Lattitude","Longitude","Address","City","County","year_site","Class","Site Summary","Investigation/ Cleanup Funding","Icon","Cause","year","deaths","population","rate","prev_rate","rate_diff","percent_different","year_to_site"
"11",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Early Onset",2002,0,10101,0,0.0394749827296951,-0.0394749827296951,-100,0
"12",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Late Onset",2002,0,10101,0,0,0,NA,0
"13",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Other Alzheimer's Disease",2002,0,10101,0,0,0,NA,0
"14",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease, Unspecified",2002,7,10101,0.0693000693000693,0,0.0693000693000693,Inf,0
"15",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Selected Causes Total",2002,7,10101,0.0693000693000693,0.0693000693000693,0,0,0
"16",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Early Onset",2003,0,10253,0,0.0693000693000693,-0.0693000693000693,-100,-1
"17",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Late Onset",2003,1,10253,0.00975324295328197,0,0.00975324295328197,Inf,-1
"18",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Other Alzheimer's Disease",2003,0,10253,0,0.00975324295328197,-0.00975324295328197,-100,-1
"19",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease, Unspecified",2003,6,10253,0.0585194577196918,0,0.0585194577196918,Inf,-1
"20",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Selected Causes Total",2003,7,10253,0.0682727006729738,0.0585194577196918,0.00975324295328195,16.6666666666666,-1
"21",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Early Onset",2004,0,10283,0,0.0682727006729738,-0.0682727006729738,-100,-2
"22",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Late Onset",2004,0,10283,0,0,0,NA,-2
"23",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Other Alzheimer's Disease",2004,0,10283,0,0,0,NA,-2
"24",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease, Unspecified",2004,3,10283,0.0291743654575513,0,0.0291743654575513,Inf,-2
"25",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Selected Causes Total",2004,3,10283,0.0291743654575513,0.0291743654575513,0,0,-2
"26",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Early Onset",2005,0,10552,0,0.0291743654575513,-0.0291743654575513,-100,-3
"27",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Late Onset",2005,0,10552,0,0,0,NA,-3
"28",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Other Alzheimer's Disease",2005,0,10552,0,0,0,NA,-3
"29",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease, Unspecified",2005,3,10552,0.0284306292645944,0,0.0284306292645944,Inf,-3
"30",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Selected Causes Total",2005,3,10552,0.0284306292645944,0.0284306292645944,0,0,-3
"31",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Early Onset",2006,0,10682,0,0.0284306292645944,-0.0284306292645944,-100,-4
"32",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Late Onset",2006,0,10682,0,0,0,NA,-4
"33",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Other Alzheimer's Disease",2006,0,10682,0,0,0,NA,-4
"34",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease, Unspecified",2006,2,10682,0.018723085564501,0,0.018723085564501,Inf,-4
"35",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Selected Causes Total",2006,2,10682,0.018723085564501,0.018723085564501,0,0,-4
"36",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Early Onset",2007,0,10968,0,0.018723085564501,-0.018723085564501,-100,-5
"37",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Late Onset",2007,0,10968,0,0,0,NA,-5
"38",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Other Alzheimer's Disease",2007,0,10968,0,0,0,NA,-5
"39",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease, Unspecified",2007,5,10968,0.0455871626549964,0,0.0455871626549964,Inf,-5
"40",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Selected Causes Total",2007,5,10968,0.0455871626549964,0.0455871626549964,0,0,-5
"41",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Early Onset",2008,0,10987,0,0.0455871626549964,-0.0455871626549964,-100,-6
"42",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Late Onset",2008,0,10987,0,0,0,NA,-6
"43",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Other Alzheimer's Disease",2008,0,10987,0,0,0,NA,-6
"44",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease, Unspecified",2008,6,10987,0.0546099936288341,0,0.0546099936288341,Inf,-6
"45",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Selected Causes Total",2008,6,10987,0.0546099936288341,0.0546099936288341,0,0,-6
"46",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Early Onset",2009,0,11134,0,0.0546099936288341,-0.0546099936288341,-100,-7
"47",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Late Onset",2009,0,11134,0,0,0,NA,-7
"48",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Other Alzheimer's Disease",2009,0,11134,0,0,0,NA,-7
"49",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease, Unspecified",2009,1,11134,0.0089814981138854,0,0.0089814981138854,Inf,-7
"50",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Selected Causes Total",2009,1,11134,0.0089814981138854,0.0089814981138854,0,0,-7
"51",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Early Onset",2010,0,11076,0,0.0089814981138854,-0.0089814981138854,-100,-8
"52",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Late Onset",2010,0,11076,0,0,0,NA,-8
"53",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Other Alzheimer's Disease",2010,0,11076,0,0,0,NA,-8
"54",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease, Unspecified",2010,5,11076,0.0451426507764536,0,0.0451426507764536,Inf,-8
"55",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Selected Causes Total",2010,5,11076,0.0451426507764536,0.0451426507764536,0,0,-8
"56",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Early Onset",2011,0,11203,0,0.0451426507764536,-0.0451426507764536,-100,-9
"57",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Late Onset",2011,0,11203,0,0,0,NA,-9
"58",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Other Alzheimer's Disease",2011,0,11203,0,0,0,NA,-9
"59",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease, Unspecified",2011,4,11203,0.0357047219494778,0,0.0357047219494778,Inf,-9
"60",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Selected Causes Total",2011,4,11203,0.0357047219494778,0.0357047219494778,0,0,-9
"61",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Early Onset",2012,0,11198,0,0.0357047219494778,-0.0357047219494778,-100,-10
"62",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Late Onset",2012,0,11198,0,0,0,NA,-10
"63",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Other Alzheimer's Disease",2012,0,11198,0,0,0,NA,-10
"64",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease, Unspecified",2012,1,11198,0.00893016610108948,0,0.00893016610108948,Inf,-10
"65",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Selected Causes Total",2012,1,11198,0.00893016610108948,0.00893016610108948,0,0,-10
"66",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Early Onset",2013,0,11216,0,0.00893016610108948,-0.00893016610108948,-100,-11
"67",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Late Onset",2013,0,11216,0,0,0,NA,-11
"68",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Other Alzheimer's Disease",2013,0,11216,0,0,0,NA,-11
"69",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease, Unspecified",2013,3,11216,0.0267475035663338,0,0.0267475035663338,Inf,-11
"70",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Selected Causes Total",2013,3,11216,0.0267475035663338,0.0267475035663338,0,0,-11
"71",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Early Onset",2014,0,11281,0,0.0267475035663338,-0.0267475035663338,-100,-12
"72",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Late Onset",2014,0,11281,0,0,0,NA,-12
"73",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Other Alzheimer's Disease",2014,0,11281,0,0,0,NA,-12
"74",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease, Unspecified",2014,1,11281,0.00886446237035724,0,0.00886446237035724,Inf,-12
"75",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Selected Causes Total",2014,1,11281,0.00886446237035724,0.00886446237035724,0,0,-12
"76",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Early Onset",2015,0,11299,0,0.00886446237035724,-0.00886446237035724,-100,-13
"77",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Late Onset",2015,0,11299,0,0,0,NA,-13
"78",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Other Alzheimer's Disease",2015,0,11299,0,0,0,NA,-13
"79",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease, Unspecified",2015,3,11299,0.0265510222143553,0,0.0265510222143553,Inf,-13
"80",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Selected Causes Total",2015,3,11299,0.0265510222143553,0.0265510222143553,0,0,-13
"81",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Early Onset",2016,0,11372,0,0.0265510222143553,-0.0265510222143553,-100,-14
"82",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Late Onset",2016,0,11372,0,0,0,NA,-14
"83",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Other Alzheimer's Disease",2016,0,11372,0,0,0,NA,-14
"84",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease, Unspecified",2016,1,11372,0.00879352796341892,0,0.00879352796341892,Inf,-14
"85",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Selected Causes Total",2016,1,11372,0.00879352796341892,0.00879352796341892,0,0,-14
"86",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Early Onset",2017,0,11319,0,0.00879352796341892,-0.00879352796341892,-100,-15
"87",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Late Onset",2017,0,11319,0,0,0,NA,-15
"88",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Other Alzheimer's Disease",2017,0,11319,0,0,0,NA,-15
"89",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease, Unspecified",2017,3,11319,0.0265041081367612,0,0.0265041081367612,Inf,-15
"90",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Selected Causes Total",2017,3,11319,0.0265041081367612,0.0265041081367612,0,0,-15
"91",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Early Onset",2018,0,11185,0,0.0265041081367612,-0.0265041081367612,-100,-16
"92",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Late Onset",2018,0,11185,0,0,0,NA,-16
"93",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Other Alzheimer's Disease",2018,0,11185,0,0,0,NA,-16
"94",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease, Unspecified",2018,4,11185,0.0357621814930711,0,0.0357621814930711,Inf,-16
"95",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Selected Causes Total",2018,4,11185,0.0357621814930711,0.0357621814930711,0,0,-16
"96",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Early Onset",2019,0,11164,0,0.0357621814930711,-0.0357621814930711,-100,-17
"97",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ","Alzheimer's Disease with Late Onset",2019,0,11164,0,0,0,NA,-17
