"","HSI #","Site Name","Lattitude","Longitude","Address","City","County","year_site","Class","Site Summary","Investigation/ Cleanup Funding","Icon","year","deaths","population","rate","prev_rate","rate_diff","percent_different","year_to_site"
"16",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ",2015,20,11299,0.177006814762368,0.0709156989628579,0.10609111579951,149.601734666785,-13
"17",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ",2016,4,11372,0.0351741118536757,0.177006814762368,-0.141832702908693,-80.1283855082659,-14
"18",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ",2017,20,11319,0.176694054245075,0.0351741118536757,0.141519942391399,402.341196218747,-15
"19",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ",2018,12,11185,0.107286544479213,0.176694054245075,-0.0694075097658614,-39.2811801519893,-16
"20",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ",2019,20,11164,0.179147259046937,0.107286544479213,0.0718607145677233,66.9801743699988,-17
"21",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ",2020,14,11036,0.126857557085901,0.179147259046937,-0.0522897019610359,-29.1881116346502,-18
"22",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ",2021,14,11079,0.126365195414749,0.126857557085901,-0.000492361671152047,-0.388121671631,-19
"23",10720,"Alma - Radio Station Road MSWLF",31.5202777777778,-82.4347222222222,"Radio Station Road","Alma","Bacon",2002,"IV","https://epd.georgia.gov/document/pdf/23-10720/download","L","small_green ",2022,7,11191,0.0625502636046823,0.126365195414749,-0.0638149318100663,-50.5004021088375,-20
"24",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2000,6,16268,0.0368822227686255,0.031082929255253,0.0057992935133725,18.657487091222,1
"25",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2001,11,16392,0.0671059053196681,0.0368822227686255,0.0302236825510426,81.9464779567269,0
"26",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2002,2,16671,0.0119968808109891,0.0671059053196681,-0.055109024508679,-82.1224663405696,-1
"27",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2003,7,17017,0.0411353352529823,0.0119968808109891,0.0291384544419932,242.883587001234,-2
"28",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2004,7,17399,0.0402321972527157,0.0411353352529823,-0.000903138000266632,-2.19552847864818,-3
"29",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2005,9,17735,0.0507471102340006,0.0402321972527157,0.0105149129812849,26.1355672801965,-4
"30",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2006,11,18051,0.0609384521633151,0.0507471102340006,0.0101913419293145,20.0826054573769,-5
"31",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2007,15,18255,0.0821692686935086,0.0609384521633151,0.0212308165301936,34.8397699260477,-6
"32",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2008,13,18863,0.0689179875947622,0.0821692686935086,-0.0132512810987464,-16.1268090971744,-7
"33",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2009,9,19067,0.0472019719934966,0.0689179875947622,-0.0217160156012656,-31.5099386374364,-8
"34",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2010,12,19303,0.0621665026161737,0.0472019719934966,0.014964530622677,31.7031894869537,-9
"35",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2011,13,19372,0.0671071649803841,0.0621665026161737,0.00494066236421041,7.94746713469613,-10
"36",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2012,8,19041,0.0420146000735255,0.0671071649803841,-0.0250925649068585,-37.3917821058202,-11
"37",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2013,22,19048,0.115497690046199,0.0420146000735255,0.0734830899726735,174.89893952121,-12
"38",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2014,11,18700,0.0588235294117647,0.115497690046199,-0.0566741606344344,-49.0695187165776,-13
"39",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2015,20,18963,0.10546854400675,0.0588235294117647,0.0466450145949853,79.296524811475,-14
"40",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2016,18,18993,0.0947717580161112,0.10546854400675,-0.0106967859906388,-10.1421576370242,-15
"41",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2017,17,19186,0.0886062754091525,0.0947717580161112,-0.00616548260695871,-6.50561173077593,-16
"42",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2018,20,19252,0.103885310617079,0.0886062754091525,0.0152790352079262,17.2437393823102,-17
"43",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2019,22,19397,0.113419600969222,0.103885310617079,0.0095342903521433,9.17770789297314,-18
"44",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2020,21,19408,0.108202802967848,0.113419600969222,-0.00521679800137374,-4.59955594693848,-19
"45",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2021,21,18147,0.11572160687717,0.108202802967848,0.00751880390932147,6.94880696533862,-20
"46",10643,"Berrien County Landfill",31.1277777777778,-83.2386111111111,"CR28 & CR48","Nashville","Berrien",2001,"IV","https://epd.georgia.gov/document/pdf/23-10643/download","L","small_green ",2022,21,18214,0.115295926210607,0.11572160687717,-0.000425680666562553,-0.36784890743384,-21
"47",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2000,7,16458,0.0425325069874833,0.0671591672263264,-0.0246266602388431,-36.6690970956374,1
"48",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2001,9,16307,0.055191022260379,0.0425325069874833,0.0126585152728957,29.7619777659024,0
"49",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2002,4,16229,0.0246472364286154,0.055191022260379,-0.0305437858317635,-55.3419461731742,-1
"50",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2003,11,16051,0.0685315556663136,0.0246472364286154,0.0438843192376982,178.049654227151,-2
"51",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2004,16,16127,0.0992125007750977,0.0685315556663136,0.030680945108784,44.769077267372,-3
"52",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2005,7,16124,0.0434135450260481,0.0992125007750977,-0.0557989557490495,-56.2418599603076,-4
"53",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2006,11,16309,0.0674474216690171,0.0434135450260481,0.024033876642969,55.3603181416046,-5
"54",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2007,14,16333,0.0857160350211229,0.0674474216690171,0.0182686133521058,27.0857104690448,-6
"55",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2008,12,16475,0.0728376327769348,0.0857160350211229,-0.0128784022441881,-15.0244959895946,-7
"56",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2009,12,16375,0.0732824427480916,0.0728376327769348,0.00044480997115684,0.610687022900745,-8
"57",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2010,14,16199,0.0864250879683931,0.0732824427480916,0.0131426452203015,17.9342346235364,-9
"58",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2011,17,15889,0.106992258795393,0.0864250879683931,0.0205671708269999,23.7976857304694,-10
"59",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2012,18,15403,0.116860351879504,0.106992258795393,0.00986809308411096,9.22318417726112,-11
"60",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2013,19,15516,0.122454240783707,0.116860351879504,0.00559388890420313,4.78681504396894,-12
"61",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2014,29,15418,0.188091840705669,0.122454240783707,0.0656375999219616,53.6017368625871,-13
"62",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2015,20,15658,0.127730233746328,0.188091840705669,-0.060361606959341,-32.091560555142,-14
"63",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2016,24,15687,0.152992924077261,0.127730233746328,0.0252626903309337,19.778160260088,-15
"64",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2017,24,15587,0.153974465901071,0.152992924077261,0.000981541823809995,0.641560274587808,-16
"65",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2018,29,15513,0.186939985818346,0.153974465901071,0.0329655199172745,21.4097316229399,-17
"66",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2019,30,15457,0.19408682150482,0.186939985818346,0.00714683568647392,3.82306420704379,-18
"67",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2020,35,15357,0.227909096828808,0.19408682150482,0.0338222753239878,17.426363656096,-19
"68",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2021,33,16270,0.202827289489859,0.227909096828808,-0.025081807338949,-11.005180437264,-20
"69",10645,"Quitman - SR 333 Landfill",30.7519444444444,-83.5475,"SR - 333","Quitman","Brooks",2001,"IV","https://epd.georgia.gov/document/pdf/23-10645/download","L","small_green ",2022,27,16253,0.166123177259583,0.202827289489859,-0.0367041122302758,-18.0962395753511,-21
"70",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2000,4,23474,0.0170401295049842,0.0388768898488121,-0.0218367603438279,-56.169000217735,1
"71",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2001,9,23867,0.0377089705451041,0.0170401295049842,0.0206688410401199,121.295093643944,0
"72",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2002,9,24377,0.0369200475858391,0.0377089705451041,-0.000788922959265005,-2.09213602986421,-1
"73",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2003,6,25069,0.023933942319199,0.0369200475858391,-0.0129861052666401,-35.1735875649873,-2
"74",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2004,6,26061,0.0230229077932543,0.023933942319199,-0.000911034525944723,-3.80645408848471,-3
"75",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2005,13,26557,0.0489513122717174,0.0230229077932543,0.0259284044784631,112.620024852205,-4
"76",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2006,8,27346,0.0292547356103269,0.0489513122717174,-0.0196965766613905,-40.2370758766575,-5
"77",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2007,12,28302,0.0423998304006784,0.0292547356103269,0.0131450947903515,44.9332202671189,-6
"78",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2008,11,29178,0.0376996367125917,0.0423998304006784,-0.00470019368808672,-11.0854068133525,-7
"79",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2009,15,29987,0.0500216760596258,0.0376996367125917,0.0123220393470342,32.6847694607057,-8
"80",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2010,14,30382,0.0460799157395827,0.0500216760596258,-0.00394176032004318,-7.88010444780899,-9
"81",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2011,12,31377,0.0382445740510565,0.0460799157395827,-0.00783534168852615,-17.0038107986287,-10
"82",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2012,26,32214,0.0807102502017756,0.0382445740510565,0.0424656761507191,111.037126715093,-11
"83",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2013,20,33157,0.0603190879753898,0.0807102502017756,-0.0203911622263858,-25.264649998492,-12
"84",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2014,15,33906,0.0442399575296408,0.0603190879753898,-0.016079130445749,-26.656786409485,-13
"85",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2015,17,35137,0.0483820474144065,0.0442399575296408,0.00414208988476569,9.36277997552437,-14
"86",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2016,30,36230,0.0828043058239028,0.0483820474144065,0.0344222584094964,71.1467584549691,-15
"87",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2017,36,37060,0.0971397733405289,0.0828043058239028,0.014335467516626,17.312466270912,-16
"88",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2018,29,38109,0.0760975097745939,0.0971397733405289,-0.0210422635659349,-21.6618413264875,-17
"89",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2019,26,39627,0.0656118303177127,0.0760975097745939,-0.0104856794568813,-13.779267531803,-18
"90",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2020,35,40755,0.0858790332474543,0.0656118303177127,0.0202672029297416,30.8895557883412,-19
"91",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2021,30,46938,0.0639140994503387,0.0858790332474543,-0.0219649337971156,-25.5765964828984,-20
"92",10646,"Bryan County - US 280 Mill Creek MSWLF",32.1533333333333,-81.5097222222222,"7392 E. Highway 280","Ellabell","Bryan",2001,"IV","https://epd.georgia.gov/document/pdf/23-10646/download","L","small_green ",2022,34,48225,0.0705028512182478,0.0639140994503387,0.00658875176790906,10.3087610160705,-21
"93",10854,"Calhoun County SR 45 Morgan (SL)",31.535,-84.65,"25753 Highway 45","Morgan","Calhoun",2007,"IV","https://epd.georgia.gov/document/pdf/23-10854/download","L","small_green ",2000,2,6325,0.0316205533596838,0.0485751295336788,-0.016954576173995,-34.9038208168643,7
"94",10854,"Calhoun County SR 45 Morgan (SL)",31.535,-84.65,"25753 Highway 45","Morgan","Calhoun",2007,"IV","https://epd.georgia.gov/document/pdf/23-10854/download","L","small_green ",2001,4,6271,0.0637856801148142,0.0316205533596838,0.0321651267551304,101.7222133631,6
"95",10854,"Calhoun County SR 45 Morgan (SL)",31.535,-84.65,"25753 Highway 45","Morgan","Calhoun",2007,"IV","https://epd.georgia.gov/document/pdf/23-10854/download","L","small_green ",2002,4,6359,0.0629029721654348,0.0637856801148142,-0.000882707949379405,-1.38386538763956,5
"96",10854,"Calhoun County SR 45 Morgan (SL)",31.535,-84.65,"25753 Highway 45","Morgan","Calhoun",2007,"IV","https://epd.georgia.gov/document/pdf/23-10854/download","L","small_green ",2003,2,6286,0.0318167356029271,0.0629029721654348,-0.0310862365625077,-49.4193445752466,4
